doc_idx,chunk_idx,Entity,Type,Description
0,166,CALIFORNIA,GEO,State where XYZ Inc.'s headquarters is located
0,166,JANE SMITH,PERSON,CEO of XYZ Inc. who has been leading the company's growth and recognized for philanthropic efforts
0,167,KOGUT,PERSON,Kogut is a researcher who studied knowledge inflow
0,167,ZANDER,PERSON,Zander is a researcher who studied knowledge inflow
0,167,SZULANSKI,PERSON,Szulanski is a researcher who studied knowledge inflow
0,167,SIMONIN,PERSON,Simonin is a researcher who studied knowledge inflow
0,168,ORGANIZATIONAL KNOWLEDGE,ORGANIZATION,The knowledge that is represented in a codified vs. tacit form within an organization
0,169,ORGANIZATIONAL KNOWLEDGE,ORGANIZATION,Knowledge that is represented in a unit and can be learned by new employees
0,171,PARIS,GEO,City and capital of France
0,171,FRANCE,GEO,Country with Paris as its capital
0,172,HEIDELBERGCEMENT,ORGANIZATION,HeidelbergCement is a company that has multiple organizational units with knowledge that is formally acknowledged and adapted
0,173,FOCAL UNIT,ORGANIZATION,The focal unit is a business entity that is expected to have a positive impact on business performance with formal acknowledgement of knowledge
0,175,RESULTS TESTS OF HYPOTHESES,ORGANIZATION,Results Tests of Hypotheses is likely a research organization or academic paper
0,176,NEW YORK,GEO,City where the company is based and has its headquarters
0,176,LOS ANGELES,GEO,City where the company is expanding its operations and has an office
0,176,CHICAGO,GEO,City where the company has an office
0,176,HOUSTON,GEO,City where the company has an office
0,176,JOHN SMITH,PERSON,CEO of the company leading the expansion efforts
0,176,JANE DOE,PERSON,"CFO of the company, responsible for financial planning and has been with the company for over 10 years"
0,176,XYZ INC,ORGANIZATION,Larger corporation that the company is a subsidiary of
0,178,COMMUNITIES OF PRACTICE,ORGANIZATION,Communities of practice is an organization that provides a group benchmark report
0,178,CORPORATE UNIVERSITY,ORGANIZATION,Corporate university is an organization that provides training and development programs
0,180,BUSINESS,ORGANIZATION,Business performance is related to the inflow of knowledge
0,182,AMAZON,ORGANIZATION,Amazon is a company that acquired Zappos
0,182,ZAPPOS,ORGANIZATION,Zappos is a company that was acquired by Amazon
0,188,GOOGLE,ORGANIZATION,A multinational corporation that specializes in Internet-related services and products
0,188,LARRY PAGE,PERSON,Co-founder of Google
0,188,SERGEY BRIN,PERSON,Co-founder of Google
0,188,MOUNTAIN VIEW,GEO,City where Google is headquartered
0,188,CALIFORNIA,GEO,State where Google is headquartered and where Stanford University is located
0,188,STANFORD UNIVERSITY,ORGANIZATION,University where Larry Page and Sergey Brin were Ph.D. students
0,193,"UNIVERSITY OF CALIFORNIA, BERKELEY",ORGANIZATION,"A public research university located in Berkeley, California, known for its academic excellence and research opportunities"
0,193,BERKELEY,GEO,"A city in California where the University of California, Berkeley is located"
0,193,CALIFORNIA,GEO,"A state in the United States where the University of California, Berkeley is located"
0,193,STEVE JOBS,PERSON,"A successful alumnus of the University of California, Berkeley, co-founder of Apple"
0,193,MARK ZUCKERBERG,PERSON,"A successful alumnus of the University of California, Berkeley, co-founder of Facebook"
0,194,ORGANIZATION,ORGANIZATION,Organization is one of the entity types
0,194,PERSON,PERSON,Person is one of the entity types
0,194,GEO,GEO,Geo is one of the entity types
0,197,CORPORATE UNIVERSITY,ORGANIZATION,A corporate university is an organization that provides training and development opportunities for employees
0,197,COMMUNITIES OF PRACTICE,ORGANIZATION,Communities of practice are groups of people who share knowledge and expertise in a particular area
0,197,GROUP BENCHMARK REPORT,ORGANIZATION,A group benchmark report is a document that compares the performance of different groups or organizations
0,201,UNITED STATES,GEO,Country engaged in a trade war with China
0,201,CHINA,GEO,Country engaged in a trade war with the United States
0,201,WORLD TRADE ORGANIZATION,ORGANIZATION,International organization calling for calm and restraint in the trade war
0,201,INTERNATIONAL MONETARY FUND,ORGANIZATION,International organization warning of the dangers of a prolonged trade war
0,202,15,ORGANIZATION,15 is not a valid entity
0,203,TABLE 1,ORGANIZATION,Table 1 is a report that shows the impact of knowledge management tools on absorptive capacity
0,203,GROUP BENCHMARK REPORT,ORGANIZATION,Group benchmark report is a knowledge management tool that has a positive impact on absorptive capacity
0,203,COMMUNITIES OF PRACTICE,ORGANIZATION,Communities of practice is a knowledge management tool that has a positive impact on absorptive capacity
0,203,CORPORATE UNIVERSITY,ORGANIZATION,Corporate university is a knowledge management tool that has a positive impact on absorptive capacity
0,205,NEW YORK,GEO,City where the company is based
0,205,JOHN SMITH,PERSON,CEO of the company who has been instrumental in the company's expansion in Europe
0,205,EUROPEAN UNION,ORGANIZATION,Organization that the company has been working with to establish new trade agreements
0,205,EUROPE,GEO,Region where the company has been expanding its operations
0,206,GOOGLE,ORGANIZATION,Multinational technology company that specializes in Internet-related services and products
0,206,LARRY PAGE,PERSON,Co-founder of Google
0,206,SERGEY BRIN,PERSON,Co-founder of Google
0,206,STANFORD UNIVERSITY,ORGANIZATION,University where Larry Page and Sergey Brin were Ph.D. students
0,206,CALIFORNIA,GEO,State where Stanford University is located
0,207,CORPORATE UNIVERSITY,ORGANIZATION,A knowledge management tool that has a strong positive impact on absorptive capacity
0,208,OSTERLOH,PERSON,Osterloh is a researcher who has written about intrinsic vs. extrinsic motivation in knowledge management
0,208,FREY,PERSON,Frey is a researcher who has written about intrinsic vs. extrinsic motivation in knowledge management
0,213,NEW YORK,GEO,City where the company is based and expanding its operations
0,213,JOHN SMITH,PERSON,CEO of the company leading the expansion efforts
0,213,XYZ INC,ORGANIZATION,Larger corporation that owns the company
0,214,EMPIRICAL RESEARCH,ORGANIZATION,Empirical research is a field of study that investigates knowledge flows in firms
0,215,KNOWLEDGE TRANSFER,ORGANIZATION,Knowledge transfer is a process that is costly and can be used to increase business performance
0,215,KNOWLEDGE MANAGEMENT TOOLS,ORGANIZATION,Knowledge management tools are used to increase business performance
0,216,MNC,ORGANIZATION,"MNC refers to a multinational corporation, which is a company that operates in multiple countries"
0,217,SUBSIDIARY,ORGANIZATION,"A subsidiary is a company that is owned or controlled by another company, often referred to as the parent company or holding company"
0,219,GOOGLE,ORGANIZATION,A technology company founded by Larry Page and Sergey Brin
0,219,LARRY PAGE,PERSON,Co-founder of Google
0,219,SERGEY BRIN,PERSON,Co-founder of Google
0,219,MOUNTAIN VIEW,GEO,City where Google has its headquarters
0,219,CALIFORNIA,GEO,State where Google has its headquarters
0,220,MNC,ORGANIZATION,A multinational corporation that utilizes knowledge management tools to gain competitive advantage
0,221,MODEL,ORGANIZATION,The model establishes a link between individual knowledge activities and business performance
0,222,UNIT,ORGANIZATION,The unit is the level at which managerial action takes place to set up incentive structures and apply knowledge management tools
0,222,BUSINESS,ORGANIZATION,The business is the level at which performance is measured as a result of managerial action on the unit level
0,223,ABSORPTIVE CAPACITY,ORGANIZATION,"Absorptive capacity is the ability of an organization to recognize the value of new, external information, assimilate it, and apply it to commercial ends"
0,224,DISCUSSION,ORGANIZATION,Discussion is a section of a document
0,224,CONCLUSION,ORGANIZATION,Conclusion is a section of a document
0,225,FUTURE RESEARCH,ORGANIZATION,Future research is a field of study that could distinguish between intra-firm and inter-firm sources of knowledge flows to assess their impact on business performance
0,226,MNC,ORGANIZATION,MNC refers to a multinational corporation
0,227,CANTWELL,PERSON,Cantwell is a researcher who has studied MNC research
0,227,MUDAMBI,PERSON,Mudambi is a researcher who has studied MNC research
0,229,SUBSIDIARY,ORGANIZATION,A subsidiary is a company that is owned or controlled by another company
0,230,GUPTA,PERSON,Gupta is a researcher who studied knowledge sharing behavior
0,230,GOVINDARAJAN,PERSON,Govindarajan is a researcher who studied knowledge sharing behavior
0,231,MNC,ORGANIZATION,MNC refers to a multinational corporation
0,232,PRESENT STUDY,ORGANIZATION,The present study is a research on absorptive capacity
0,234,MNC,ORGANIZATION,"MNC refers to a multinational corporation, which is the context of the current study on intra-firm knowledge flows"
0,235,MINBAEVA,PERSON,Minbaeva is a researcher who published a paper in 2003
0,236,MNC,ORGANIZATION,Multinational Corporation
0,237,CURRENT STUDY,ORGANIZATION,The current study is investigating knowledge flows on subsidiary performance
0,237,JOHN SMITH,PERSON,John Smith is a researcher at Harvard University
0,237,HARVARD UNIVERSITY,ORGANIZATION,Harvard University is the institution where John Smith works
0,237,NATIONAL SCIENCE FOUNDATION,ORGANIZATION,The National Science Foundation funded the current study
0,238,RESEARCHERS,PERSON,Researchers are individuals who should no longer treat performance of knowledge management as an assumption and black box
0,239,KNOWLEDGE MANAGEMENT TOOLS,ORGANIZATION,Knowledge management tools are used to enable knowledge flows and impact business performance
0,240,18,ORGANIZATION,18 is not a valid entity
0,241,SUBSIDIARY,ORGANIZATION,A subsidiary is a company that is owned or controlled by another company
0,242,PRESENT STUDY,ORGANIZATION,The present study is a research project that investigated the impact of knowledge management tools on absorptive capacity
0,244,OSTERLOH,PERSON,Osterloh is a researcher who studied motivators
0,244,FREY,PERSON,Frey is a researcher who studied motivators
0,245,19,ORGANIZATION,19 is not a valid entity
0,246,ANDERSSON,PERSON,Author of a reference in 2002
0,246,FORSGREN,PERSON,Author of a reference in 2002
0,246,HOLM,PERSON,Author of a reference in 2002
0,247,MULTINATIONAL CORPORATION,ORGANIZATION,A corporation that operates in multiple countries
0,248,STRATEGIC MANAGEMENT JOURNAL,ORGANIZATION,"A journal that published a paper by Andersson, Forsgren, and Pedersen"
0,248,ANDERSSON,PERSON,Author of a paper published in the Strategic Management Journal
0,248,FORSGREN,PERSON,Author of a paper published in the Strategic Management Journal
0,248,PEDERSEN,PERSON,Author of a paper published in the Strategic Management Journal
0,249,APPLE,ORGANIZATION,"Technology company based in Cupertino, California"
0,249,STEVE JOBS,PERSON,Co-founder of Apple
0,249,STEVE WOZNIAK,PERSON,Co-founder of Apple
0,249,CUPERTINO,GEO,City in California where Apple is based
0,249,CALIFORNIA,GEO,State where Apple is based
0,250,SUBSIDIARY,ORGANIZATION,"A subsidiary is a company that is owned or controlled by another company, known as the parent company or holding company"
0,250,MULTINATIONAL CORPORATIONS,ORGANIZATION,Multinational corporations are business entities that operate in multiple countries
0,251,INTERNATIONAL BUSINESS REVIEW,ORGANIZATION,International Business Review is a publication that published a review on page 3-23
0,254,NEW YORK,GEO,New York is a city where the company is based
0,254,LONDON,GEO,London is a city where the company has a subsidiary
0,254,JOHN SMITH,PERSON,John Smith is the CEO of the company
0,255,BARTLETT,PERSON,Bartlett is a person mentioned in the text
0,255,CHRISTOPHER,PERSON,Christopher is a person mentioned in the text
0,255,SUMANTRA GHOSHAL,PERSON,Sumantra Ghoshal is a person mentioned in the text
0,257,MANAGING ACROSS BORDERS,ORGANIZATION,Managing Across Borders is an organization that deals with international business
0,258,BOSTON,GEO,Boston is a city
0,259,HARVARD BUSINESS SCHOOL PRESS,ORGANIZATION,Harvard Business School Press is a publisher
0,260,BOLAND,PERSON,Author of a publication in 1995
0,260,TENKASI,PERSON,Author of a publication in 1995
0,261,NEW YORK,GEO,"New York is a global hub for finance, entertainment, and culture"
0,261,NEW YORK STOCK EXCHANGE,ORGANIZATION,The New York Stock Exchange is one of the largest stock exchanges in the world
0,261,GOLDMAN SACHS,ORGANIZATION,Goldman Sachs is a major corporation with headquarters in New York City
0,261,JPMORGAN CHASE,ORGANIZATION,JPMorgan Chase is a major corporation with headquarters in New York City
0,261,METROPOLITAN MUSEUM OF ART,ORGANIZATION,The Metropolitan Museum of Art is a cultural institution in New York City
0,261,AMERICAN MUSEUM OF NATURAL HISTORY,ORGANIZATION,The American Museum of Natural History is a cultural institution in New York City
0,261,ERIC ADAMS,PERSON,Eric Adams is the mayor of New York City
0,261,LOWER MANHATTAN,GEO,Lower Manhattan is a neighborhood in New York City where the New York Stock Exchange is located
0,262,ORGANIZATION SCIENCE,ORGANIZATION,Organization Science is a publication
0,263,BROWN,PERSON,Brown is a researcher who co-authored a paper in 1991
0,263,DUGUID,PERSON,Duguid is a researcher who co-authored a paper in 1991
0,264,ORGANIZATIONAL LEARNING,ORGANIZATION,Organizational learning is a field of study that focuses on how organizations learn and innovate
0,264,COMMUNITIES-OF-PRACTICE,ORGANIZATION,Communities-of-practice is a concept that refers to groups of people who share a common interest or profession and work together to achieve a common goal
0,265,ORGANIZATION SCIENCE,ORGANIZATION,Organization Science is a publication
0,266,CANTWELL,PERSON,Author of a publication in 2003
0,266,MUDAMBI,PERSON,Author of a publication in 2003
0,267,MULTINATIONAL ENTERPRISES,ORGANIZATION,Multinational enterprises are organizations that operate in multiple countries
0,268,MAHNKE,PERSON,Mahnke is an author of a book on international management research
0,268,PEDERSEN,PERSON,Pedersen is an author of a book on international management research
0,268,FRONTIERS IN INTERNATIONAL MANAGEMENT RESEARCH,ORGANIZATION,Frontiers in International Management Research is a publication series
0,269,PALGRAVE MACMILLAN,ORGANIZATION,Palgrave Macmillan is a publisher
0,270,FIRUZABAD,GEO,Firuzabad held Aurelians as hostages
0,270,AURELIA,GEO,Country seeking to release hostages
0,270,QUINTARA,GEO,Country that negotiated a swap of money in exchange for hostages
0,270,TIRUZIA,GEO,Capital of Firuzabad where the Aurelians were being held
0,270,KROHAARA,GEO,Capital city in Quintara
0,270,CASHION,GEO,Capital city in Aurelia
0,270,SAMUEL NAMARA,PERSON,Aurelian who spent time in Tiruzia's Alhamia Prison
0,270,ALHAMIA PRISON,GEO,Prison in Tiruzia
0,270,DURKE BATAGLANI,PERSON,Aurelian journalist who was held hostage
0,270,MEGGIE TAZBAH,PERSON,Bratinas national and environmentalist who was held hostage
0,271,WESLEY M. COHEN,PERSON,Wesley M. Cohen is a researcher
0,271,DANIEL A. LEVINTHAL,PERSON,Daniel A. Levinthal is a researcher
0,274,ADMINISTRATIVE SCIENCE QUARTERLY,ORGANIZATION,Administrative Science Quarterly is a publication
0,274,MARLENE C. FIOL,PERSON,Marlene C. Fiol is an author
0,274,MARJORIE A. LYLES,PERSON,Marjorie A. Lyles is an author
0,275,NEW YORK,GEO,City where the company is based and expanding its operations
0,275,JOHN SMITH,PERSON,CEO of the company leading the expansion efforts
0,275,LONDON,GEO,City where the parent corporation of the company is based
0,276,ORGANIZATIONAL LEARNING,ORGANIZATION,Organizational Learning is a field of study that focuses on how organizations learn and adapt to change
0,277,ACADEMY OF MANAGEMENT REVIEW,ORGANIZATION,A journal that published an article by Foss and Mahnke
0,277,FOSS,PERSON,Author of an article in the Academy of Management Review
0,277,V. MAHNKE,PERSON,Author of an article in the Academy of Management Review
0,279,ORGANIZATIONAL ECONOMICS,ORGANIZATION,Field of study that contributes to knowledge management
0,280,LYLES,PERSON,Lyles is a researcher who co-authored a paper in 2003
0,280,ESTERBY,PERSON,Esterby is a researcher who co-authored a paper in 2003
0,281,HANDBOOK OF ORGANIZATIONAL LEARNING AND KNOWLEDGE MANAGEMENT,ORGANIZATION,A book that contains information about organizational learning and knowledge management
0,282,BLACKWELL PUBLISHER,ORGANIZATION,Blackwell Publisher is a publishing company
0,283,FOSS,PERSON,Foss is a person mentioned in the text
0,283,NICOLAI,PERSON,Nicolai is a person mentioned in the text
0,283,TORBEN PEDERSEN,PERSON,Torben Pedersen is a person mentioned in the text
0,285,MNC,ORGANIZATION,Multinational Corporation
0,286,JOURNAL OF INTERNATIONAL MANAGEMENT,ORGANIZATION,Journal of International Management is a publication that contains articles on international management
0,289,PERSONAL THEORY OF MOTIVATION,ORGANIZATION,A Personal Theory of Motivation is a theory of motivation
0,290,EDWARD ELGAR GALUNIC,PERSON,Author of a publication in 1998
0,290,D. C.,PERSON,Author of a publication in 1998
0,290,S. RODAN,PERSON,Author of a publication in 1998
0,291,SCHUMPETERIAN,PERSON,"Schumpeterian refers to Joseph Schumpeter, an Austrian-American economist and political scientist who is best known for his theories on innovation and entrepreneurship"
0,292,STRATEGIC MANAGEMENT JOURNAL,ORGANIZATION,A journal that published an article on pages 1193-1201
0,293,GAMMELGARD,PERSON,Author of a publication in 2003
0,293,U. HOLM,PERSON,Author of a publication in 2003
0,293,T. PEDERSEN,PERSON,Author of a publication in 2003
0,294,MNC,ORGANIZATION,MNC refers to a multinational corporation
0,295,MAHNKE,PERSON,Mahnke is an author of a book on international management research
0,295,PEDERSEN,PERSON,Pedersen is an author of a book on international management research
0,295,FRONTIERS IN INTERNATIONAL MANAGEMENT RESEARCH,ORGANIZATION,Frontiers in International Management Research is a publication series
0,296,PALGRAVE MACMILLAN,ORGANIZATION,Palgrave Macmillan is a publisher
0,297,FIRUZABAD,GEO,Firuzabad held Aurelians as hostages
0,297,AURELIA,GEO,Country seeking to release hostages
0,297,QUINTARA,GEO,Country that negotiated a swap of money in exchange for hostages
0,297,TIRUZIA,GEO,Capital of Firuzabad where the Aurelians were being held
0,297,KROHAARA,GEO,Capital city in Quintara
0,297,CASHION,GEO,Capital city in Aurelia
0,297,SAMUEL NAMARA,PERSON,Aurelian who spent time in Tiruzia's Alhamia Prison
0,297,ALHAMIA PRISON,GEO,Prison in Tiruzia
0,297,DURKE BATAGLANI,PERSON,Aurelian journalist who was held hostage
0,297,MEGGIE TAZBAH,PERSON,Bratinas national and environmentalist who was held hostage
0,298,J. M. GERINGER,PERSON,J. M. Geringer is a researcher who co-authored a paper in 1991
0,298,L. HEBERT,PERSON,L. Hebert is a researcher who co-authored a paper in 1991
0,299,EUROPEAN UNION,ORGANIZATION,The European Union is a political and economic union of 27 member states located primarily in Europe
0,299,UNITED STATES,GEO,The United States is a country located in North America
0,299,EUROPEAN COMMISSION,ORGANIZATION,The European Commission is the organization that negotiated the trade agreement on behalf of the European Union and is led by Ursula von der Leyen
0,299,OFFICE OF THE UNITED STATES TRADE REPRESENTATIVE,ORGANIZATION,The Office of the United States Trade Representative is the organization that negotiated the trade agreement on behalf of the United States and is led by Katherine Tai
0,299,URSULA VON DER LEYEN,PERSON,Ursula von der Leyen is the leader of the European Commission
0,299,KATHERINE TAI,PERSON,Katherine Tai is the leader of the Office of the United States Trade Representative
0,300,JOURNAL OF INTERNATIONAL BUSINESS STUDIES,ORGANIZATION,Journal of International Business Studies is a publication that contains articles on international business
0,301,GRANT,PERSON,Grant is the author of a publication in 1996
0,302,KNOWLEDGE-BASED THEORY,ORGANIZATION,A theoretical framework for understanding the firm
0,303,STRATEGIC MANAGEMENT JOURNAL,ORGANIZATION,A journal that published a special issue
0,304,GUPTA,PERSON,Author of a publication in 1991
0,304,GOVINDARAJAN,PERSON,Author of a publication in 1991
0,305,MULTINATIONAL FIRMS,ORGANIZATION,Multinational firms are organizations with operations in multiple countries
0,306,ACADEMY OF MANAGEMENT REVIEW,ORGANIZATION,A journal that published a paper
0,307,"UNIVERSITY OF CALIFORNIA, BERKELEY",ORGANIZATION,"Public research university located in Berkeley, California"
0,307,BERKELEY,GEO,"City where the University of California, Berkeley is located"
0,307,CALIFORNIA,GEO,"State where the University of California, Berkeley is located"
0,307,CAROL CHRIST,PERSON,"Chancellor of the University of California, Berkeley"
0,308,MULTINATIONAL CORPORATIONS,ORGANIZATION,Multinational corporations are companies that operate in multiple countries and have knowledge flows within them
0,309,STRATEGIC MANAGEMENT JOURNAL,ORGANIZATION,A journal that published a paper on strategic management
0,311,ORGANIZATIONAL SUBUNITS,ORGANIZATION,Organizational subunits are groups within an organization that share knowledge
0,311,WEAK TIES,ORGANIZATION,Weak ties are connections between people that facilitate knowledge sharing across organizational subunits
0,312,ADMINISTRATIVE SCIENCE QUARTERLY,ORGANIZATION,Administrative Science Quarterly is a publication
0,313,NO ENTITIES FOUND,NO ENTITIES FOUND,No entities of the specified types were found in the text
0,315,N-FORM CORPORATION,ORGANIZATION,A corporation that is a model of knowledge management
0,316,STRATEGIC MANAGEMENT JOURNAL,ORGANIZATION,A journal that published an article on pages 73-90
0,317,HOLM,PERSON,"Holm is a person mentioned in the text, likely an author or researcher"
0,317,ULF,PERSON,"Ulf is a person mentioned in the text, likely an author or researcher"
0,317,TORBEN PEDERSEN,PERSON,"Torben Pedersen is a person mentioned in the text, likely an author or researcher"
0,319,MNC CENTRES OF EXCELLENCE,ORGANIZATION,MNC Centres of Excellence are organizations that specialize in research and development
0,320,TESLA,ORGANIZATION,Tesla is a company expanding its operations to Europe
0,320,ELON MUSK,PERSON,Elon Musk is the CEO of Tesla who announced the company's expansion to Europe
0,320,EUROPE,GEO,Europe is the continent where Tesla is expanding its operations
0,321,HOLMSTRÖM,PERSON,Holmström is a researcher who co-authored a paper in 1991
0,321,MILGROM,PERSON,Milgrom is a researcher who co-authored a paper in 1991
0,322,"JOURNAL OF LAW, ECONOMICS, AND ORGANIZATION",ORGANIZATION,Journal that published an article on principal-agent analyses
0,322,MULTITASK PRINCIPAL-AGENT ANALYSES,ORGANIZATION,"Article published in the Journal of Law, Economics, and Organization"
0,323,KAUTZ,PERSON,Kautz is a person
0,324,K. MAHNKE,PERSON,K. Mahnke is a person mentioned in the text
0,324,V. MAHNKE,PERSON,V. Mahnke is a person mentioned in the text
0,326,VALUE CREATION,ORGANIZATION,Value Creation is an organization that supports IT-supported Knowledge Management
0,327,KNOWLEDGE MANAGEMENT SYSTEM,ORGANIZATION,A system used for managing knowledge in a global consulting company
0,328,INFORMING SCIENCE,ORGANIZATION,Informing Science is a publication that published a paper on pages 75-88
0,330,INDIVIDUAL,PERSON,An individual is a person who learns and grows
0,330,ORGANIZATIONAL,ORGANIZATION,An organization is a group of people who work together to achieve a common goal
0,330,GOOGLE,ORGANIZATION,Google is a company that benefits from individual and organizational learning
0,330,AMAZON,ORGANIZATION,Amazon is a company that benefits from individual and organizational learning
0,331,SLOAN MANAGEMENT REVIEW,ORGANIZATION,Sloan Management Review is a publication
0,332,B KOGUT,PERSON,Author of a publication in 1993
0,332,U ZANDER,PERSON,Author of a publication in 1993
0,333,THE FIRM,ORGANIZATION,The firm is an organization that is being studied in the context of the evolutionary theory of the multinational corporation
0,334,JOURNAL OF INTERNATIONAL BUSINESS STUDIES,ORGANIZATION,Journal of International Business Studies is a publication
0,335,B KOGUT,PERSON,Author of a publication in 1992
0,335,U ZANDER,PERSON,Author of a publication in 1992
0,336,FIRM,ORGANIZATION,The firm is an organization that has knowledge and combinative capabilities
0,337,ORGANIZATION SCIENCE,ORGANIZATION,Organization Science is a publication
0,338,KROGH,PERSON,Krogh is a co-author of the book Enabling Knowledge Creation
0,338,OCHIJO,PERSON,Ochijo is a co-author of the book Enabling Knowledge Creation
0,338,NONAKA,PERSON,Nonaka is a co-author of the book Enabling Knowledge Creation
0,338,OXFORD UNIVERSITY PRESS,ORGANIZATION,Oxford University Press is the publisher of the book Enabling Knowledge Creation
0,339,PETER LANE,PERSON,Peter Lane is a person mentioned in the text
0,339,MICHAEL LUBATKIN,PERSON,Michael Lubatkin is a person mentioned in the text
0,342,STRATEGIC MANAGEMENT JOURNAL,ORGANIZATION,"A journal that published an article by Peter Lane, Jane E. Salk, and Marjorie A. Lyles"
0,342,PETER LANE,PERSON,Author of an article in the Strategic Management Journal
0,342,JANE E. SALK,PERSON,Author of an article in the Strategic Management Journal
0,342,MARJORIE A. LYLES,PERSON,Author of an article in the Strategic Management Journal
0,343,APPLE,ORGANIZATION,"Technology company based in Cupertino, California"
0,343,STEVE JOBS,PERSON,Co-founder of Apple
0,343,STEVE WOZNIAK,PERSON,Co-founder of Apple
0,343,CUPERTINO,GEO,City in California where Apple is based
0,343,CALIFORNIA,GEO,State where Apple is based
0,344,ABSORPTIVE CAPACITY,ORGANIZATION,Absorptive Capacity is a concept related to learning and performance in International Joint Ventures
0,345,STRATEGIC MANAGEMENT JOURNAL,ORGANIZATION,A journal that published a paper with the volume and issue number 22(12): 1139-1161
0,346,LAURSEN K,PERSON,Laursen K is a researcher who co-authored a paper in 2001
0,346,V MAHNKE,PERSON,V Mahnke is a researcher who co-authored a paper in 2001
0,347,KNOWLEDGE STRATEGIES,ORGANIZATION,Knowledge strategies is an organization that focuses on innovative capacity and complementarity in human resource practices
0,348,JOURNAL OF MANAGEMENT AND GOVERNANCE,ORGANIZATION,Journal of Management and Governance is a publication
0,349,LEONARD-BARTON,PERSON,Author of a publication in 1998
0,349,SENSIPER,PERSON,Author of a publication in 1998
0,350,TIM COOK,PERSON,Tim Cook is the CEO of Apple
0,350,APPLE,ORGANIZATION,Apple is a company where Tim Cook is the CEO
0,351,CALIFORNIA MANAGEMENT REVIEW,ORGANIZATION,"A publication that released a volume 40, issue 3"
0,351,CALIFORNIA,GEO,A state in the United States
0,352,LEVENTHAL,PERSON,Author of a publication in 1993
0,352,MARCH,PERSON,Author of a publication in 1993
0,353,NEW YORK,GEO,A city that is home to many famous landmarks and diverse neighborhoods
0,353,STATUE OF LIBERTY,GEO,A famous landmark located in New York
0,353,CENTRAL PARK,GEO,A famous landmark located in New York
0,353,MANHATTAN,GEO,A neighborhood in New York
0,353,BROOKLYN,GEO,A neighborhood in New York
0,353,NEW YORK CITY POLICE DEPARTMENT,ORGANIZATION,The police department responsible for maintaining law and order in New York
0,353,JAMES O'NEILL,PERSON,The Commissioner of the New York City Police Department
0,354,STRATEGIC MANAGEMENT JOURNAL,ORGANIZATION,A journal that published an article on pages 95-113
0,355,MARJORIE A. LYLES,PERSON,Author of a publication in 1996
0,355,JANE E. SALK,PERSON,Author of a publication in 1996
0,356,INTERNATIONAL JOINT VENTURES,ORGANIZATION,International Joint Ventures is an organization that acquires knowledge from foreign partners
0,356,FOREIGN PARTNERS,ORGANIZATION,Foreign Partners is an organization that provides knowledge to International Joint Ventures
0,357,JOURNAL OF INTERNATIONAL BUSINESS STUDIES,ORGANIZATION,Journal of International Business Studies is a publication that published an article by Mahnke and Venzin
0,357,MAHNKE,PERSON,Mahnke is an author of an article published in the Journal of International Business Studies
0,357,VENZIN,PERSON,Venzin is an author of an article published in the Journal of International Business Studies
0,358,MNC,ORGANIZATION,MNC is a company with governing knowledge teams
0,359,MANAGEMENT INTERNATIONAL REVIEW,ORGANIZATION,Management International Review is a publication that will feature an article by J. G. in March 1991
0,359,J. G.,PERSON,J. G. is an author who will have an article published in Management International Review in March 1991
0,360,ORGANIZATIONAL LEARNING,ORGANIZATION,Organizational learning is a process of exploration and exploitation
0,361,ORGANIZATION SCIENCE,ORGANIZATION,Organization Science is a publication
0,362,MICHAILOVA,PERSON,Michailova is a researcher who co-authored a paper in 2003
0,362,K. HUSTED,PERSON,K. Husted is a researcher who co-authored a paper in 2003
0,363,RUSSIA,GEO,Country where firms are experiencing knowledge-sharing hostility
0,364,CALIFORNIA MANAGEMENT REVIEW,ORGANIZATION,California Management Review is a management journal
0,365,BERKELEY,GEO,Berkeley is a location
0,366,MINBAEVA,PERSON,Author of a publication
0,366,T. PEDERSEN,PERSON,Author of a publication
0,366,I. BJÖRKMAN,PERSON,Author of a publication
0,366,C. FEY,PERSON,Author of a publication
0,366,H.J. PARK,PERSON,Author of a publication
0,367,MNC KNOWLEDGE TRANSFER,ORGANIZATION,MNC Knowledge Transfer is an organization that deals with knowledge transfer and HRM
0,368,JOURNAL OF INTERNATIONAL BUSINESS STUDIES,ORGANIZATION,Journal of International Business Studies is a publication that is forthcoming
0,369,MONTEVERDE,PERSON,Author of a publication in 1995
0,370,MANAGEMENT SCIENCE,ORGANIZATION,Management Science is a publication that published an article about technological dialog as incentive for vertical integration in the semi conductor industry
0,370,SEMICONDUCTOR INDUSTRY,ORGANIZATION,The semiconductor industry is the field of study in the article published in Management Science
0,372,NO ENTITIES FOUND,NO ENTITIES FOUND,No entities of the specified types were found in the text
0,373,CAMBRIDGE,GEO,Cambridge is a city in Massachusetts
0,373,BELKNAP PRESS,ORGANIZATION,"The Belknap Press is a publisher based in Cambridge, MA"
0,374,UNIVERSITY OF OXFORD,ORGANIZATION,"The University of Oxford is a research university located in Oxford, England, known for its academic excellence"
0,374,OXFORD,GEO,Oxford is a location in England where the University of Oxford is situated
0,374,ENGLAND,GEO,England is a country in the United Kingdom where the University of Oxford is located
0,374,STEPHEN HAWKING,PERSON,"Stephen Hawking is a renowned physicist and cosmologist, and a notable alumnus of the University of Oxford"
